Concentration (g/mL),Uncoated Layer (nm),Total Thickness (nm),Bonded Thickness (nm)
2.3688133740942243,1.4480475030458413,3.4904006025106105,0.5929574158065162
10.368554878959387,1.4876134104803242,13.644065832296802,0.4975832602703092
10.000433173006723,1.4851851057065741,13.220687136754785,0.5103969994042988
0.11754452724051548,1.4656924944193004,0.7388399283853939,0.45308260325967836
0.24517954503812117,1.4665070272540481,1.0655151719560005,0.5808388245927149
3.1065942354734366,1.4373722585310167,4.357301924270131,0.5678033613741381
2.0671136639258085,1.4854603835185356,3.587898105733289,0.5321310743474961
-0.16868974349415125,1.459864720444085,0.5671829368117467,0.5899886089722327
10.22738363612116,1.4890620911151196,13.477095288390755,0.502752294985622
0.10211996997752544,1.4433454696203603,0.9294693785152504,0.5399959497082738
0.49500774679306264,1.4808248979733782,1.2989311053030845,0.4987970223274493
0.1431098360705814,1.6371774287984886,0.8426078902674868,0.327399795058698
0.002571223442360507,1.6221826952110274,0.6390417437994292,0.3425453834547807
2.13098383936277,1.4356855588864585,3.1521518044081076,0.6060577284338088
0.27316705692998655,1.6239914938014703,0.9952535652340608,0.4143938810420233
0.7683529817103216,1.493638022926665,1.6171988457807722,0.48400443543434285
4.833011934277094,1.4406037878478928,6.20014761294588,0.5542501605871253
0.5331862342784552,1.6210528006488225,1.3060888749836836,0.33847867020455613
1.058509181276205,1.476288871457856,2.072420786327245,0.5943841915362803
1.1064073515373818,1.4695469043484035,2.1538642270035675,0.6116769045193389
1.8413522150674182,1.4899634740348817,3.2964229279989623,0.5323460504086737
-0.07300392108454487,1.4378176141997618,0.6654629274861206,0.6155521651821321
10.203483165333113,1.4844624749181936,13.448479771655895,0.5094103152349803
0.13767598600308567,1.4401416794828157,0.8397641607620919,0.6619531461024202
6.387518267621602,1.510277260715409,9.059579494074178,0.518181667514906
0.12352349743696714,1.469873483614026,0.7490208380242723,0.4462110072472006
-0.07762503448970676,1.434031014081896,0.6843849465570098,0.5568747208281246
0.023504398164651455,1.5068043185395874,0.5520381471924609,0.45295491775900415
-0.13879353111630674,1.6320527014020167,0.5089354338205246,0.36024620130785007
1.0816269021869822,1.4925485786169113,2.1473088509157603,0.5842368147223059
-0.0043657748571946375,1.6178450926451753,0.7177853396649208,0.37755684726855343
0.2672499301036592,1.448426903576101,1.1077282173498526,0.589846507551451
0.1013544451917306,1.4495818314334803,0.8385293560153269,0.6698286258459212
0.0726426649199432,1.4586020708235838,0.8391286592761414,0.573305940601143
2.552231488688908,1.4364686905501245,3.705547885878879,0.6088483849229411
0.38214561826555743,1.440703294197622,1.168911874591541,0.6593503391314604
2.297334586542156,1.4343821926087794,3.2991748276590913,0.5764012461893406
1.1335836203784408,1.5602243641816225,2.2616799875153553,0.47563817635823047
0.8046387516829423,1.468159855862646,1.6896639100275461,0.5206159435015286
2.2451940526601732,1.4901642165247506,3.78810291817821,0.5356078472476661
2.833617964017774,1.4159974939839903,4.069061129567795,0.5792800736704841
1.2528000040494165,1.476926808608421,2.297734215325431,0.571472372342272
0.547801220215589,1.454914509239941,1.332867257968259,0.5434496021264436
7.455217507908457,1.5097508120052616,10.367559466476402,0.5063104439700653
-0.3368453563923286,1.4512373094771915,0.17734231302849846,0.47010145726419644
4.725792167007595,1.436958446481196,6.06893694984394,0.5548747966159238
2.2369708567179623,1.4243924979325882,3.3165396268099294,0.5655620325457027
0.13172707419830165,1.4396589086896658,0.8335999879814022,0.6697563897016052
-0.036649685204076965,1.4350635430770002,0.7164131717461774,0.5503986395211077
-0.19103085773108677,1.443196195517157,0.5303706085036004,0.6137863494063632
0.30334219796738515,1.6149344875119702,0.9984006266560973,0.3568868875739537
0.2610027090449887,1.439713662337291,1.0745384524520987,0.6775610616579835
0.4628932576683479,1.4367282997359303,1.3327329261657113,0.6859042891296676
2.4144433179128857,1.4465284590520502,3.4290330812008,0.5594148989736818
6.955358538726965,1.509849669893974,9.723301685050163,0.49448794204566393
-0.27271993078060675,1.4529008900391704,0.42680022643912224,0.5955857054474777
0.04809576990879668,1.4901621706109445,0.6242981643167828,0.4537781148227834
0.9978681605244355,1.4775631044828197,1.879933460463116,0.5111975229129416
1.333364395323918,1.4696877398451695,2.3961145776733312,0.6120222584303392
2.118605495391371,1.4781953317056113,3.673971737824794,0.5294938898156489
0.008509333157824206,1.6146346073980211,0.6805799360032835,0.3823464939227054
1.5415510877393175,1.5560640460585333,2.7650871006938553,0.48515286380408523
1.1261860838570272,1.4809218056732696,2.2085045327557222,0.6016670712918707
2.8971071448512586,1.4338027672084688,4.095196378567436,0.562934378095947
0.11203356999264683,1.4735482844259562,0.7069643930577187,0.45015713443947913
0.002717421118735977,1.5034598348410155,0.5188690024233102,0.45869075722892205
6.856222445386173,1.5057883950629538,9.70391709628333,0.5300262416453927
0.6208118476101187,1.4935821126104465,1.3191630627249684,0.4666574955158997
0.10864654914633001,1.4755031326430832,0.6906666353981966,0.4744545222570558
0.2270459954182698,1.6242725993883167,0.9316787418040257,0.34836246428821527
1.129808545604404,1.4865846971023269,2.143497712168305,0.5889857929335404
2.408256946960348,1.4840359658234423,4.078940693399981,0.5362698159266828
-0.1968303701274447,1.6193656106015482,0.3891003471144806,0.41049750886058484
-0.18912284411088773,1.4400797709198998,0.5174937529003307,0.6008520581314533
1.2886656285082319,1.5528095367664159,2.4493372284385795,0.4905024794099748
-0.16063287084543443,1.454355131437067,0.5475563073739593,0.6308331167411364
0.1934379500724584,1.6215303605927496,0.9064034635392867,0.3726512098949151
0.8813274191666753,1.4831332715269763,1.8853967833571679,0.5932987289414616
-0.06300522219264237,1.4860193103701202,0.5038293034728302,0.46367109060747147
-0.5945332390947091,1.4797992799696518,-0.16576244418034103,0.48495522612920305
-0.08481612537992672,1.4421950429691393,0.6295107094886505,0.6233903374366921
2.694345914944839,1.4089266854609597,3.863107242399318,0.5796514372968182
1.9256618923506332,1.5523568514006285,3.249767637325729,0.48912894081351066
1.3560602390492444,1.5095052004279013,2.4919894970363394,0.45519306699823914
0.5133096486591748,1.477454818277659,1.2876934558863802,0.5054723646990298
-0.14024120631727677,1.4452906786203092,0.5630975579563393,0.6521633324669415
0.7035553018234073,1.463266573311819,1.5225339903885429,0.5219270542758959
0.27075621351099244,1.4689372732137351,0.9328785776591351,0.47026163349530087
3.1126606162136357,1.419055396013201,4.3659872169605185,0.5812352065939355
1.7570481522037458,1.4945115850587263,3.191814679776293,0.5225966417680007
2.1146355991994534,1.5479612785749892,3.48081815610521,0.4909834956067344
6.9725700142513,1.5011728971484586,9.876001446318632,0.5286193993453262
0.31839759119982036,1.462146135419296,1.0449392440464067,0.4942660898683205
3.297621932998688,1.4145895376994408,4.639109288005869,0.5647020910000192
0.17620915518838462,1.6386336660355865,0.9221680830597374,0.36114878155316577
0.4135639432667891,1.469866357748873,1.1908348636199315,0.5173819299583641
0.4419178597145258,1.6239196775053644,1.223309872469919,0.37322564394295954
0.07358499193540337,1.4490118182897243,0.8488086130547163,0.6267152022794727
2.705876545470201,1.4234584520683977,3.890466990846286,0.5658640913514906
2.413784828946674,1.4482976768534386,3.4250408642426784,0.5612829616592675
0.10587192135260776,1.6188091104407345,0.8248942284201752,0.4187598729314365
-0.3088193647304669,1.4536948709867792,0.36225434338981033,0.5277864108335555
-0.05865925131480415,1.4496485407524697,0.6118531969649753,0.6648293623063852
0.3768354823640506,1.6166207330792208,1.1361499498867484,0.3840286328545655
0.38211554821661586,1.618864215111103,1.1442983518647258,0.38712424003303636
3.406378844213509,1.4289851548989163,4.704230130445149,0.5770269555156852
0.0908104536387086,1.4385752577065811,0.8408618844528198,0.6534388917768149
2.2634527029301985,1.4868524468720985,3.8665661283802226,0.5385447709654865
1.1107789279517493,1.5053349354039527,2.233004170640478,0.4727987430063552
9.865920010340087,1.4826892761767754,13.004827793193233,0.5028149924442381
0.3111515688416955,1.62649944323199,1.0923831195768308,0.41127130355033453
0.3333134087698795,1.4506373130967012,1.1732106673920146,0.6491862325524259
2.4168786146596464,1.4416930631529146,3.4187013139785503,0.5680389152205565
0.036258335866281854,1.44849964672282,0.8213440725141827,0.5429372913341606
1.2732402774848743,1.5689640762485424,2.4445836779657513,0.4703470679756705
-0.3991230701055419,1.480817194658543,0.030376248140209006,0.46795188962469547
4.998725407560124,1.4254849464287997,6.413330144348488,0.566686777072129
-0.40619912698454796,1.4496062295391574,0.24405407051618888,0.5999025937410902
1.7743648105255958,1.5066989524295418,3.254387838427034,0.5100189387969083
2.6848795961729075,1.4297011873578491,3.904902487310638,0.5540154867325839
0.3568050297538562,1.453507319012798,1.2131863930578728,0.6342568372275641
0.033241230374711765,1.4386700299150088,0.7915085344549003,0.6453408430939944
-0.19879493668872247,1.6390694610404846,0.3804272369731726,0.3147915860514013
0.1566779230252212,1.4481122681279064,0.9448508089359653,0.6540759473580641
1.3240258788138641,1.470099333023357,2.4327470137906824,0.602388973625193
-0.0037775008222716844,1.6282914554810197,0.6431572997199828,0.34021292863707886
1.003197011843435,1.5431652069054893,2.108710710271516,0.5036888686613749
-0.1353893098879475,1.4977784066114634,0.3957298274956431,0.47463629556416165
1.4479068492110938,1.5070402775167466,2.6231663547704622,0.4623356493659096
6.8954654918956555,1.5022758375820568,9.7152038014933,0.5116478729778227
1.5983046591546863,1.479531383409744,2.9734605808256394,0.5553156410940485
-0.4245749472288498,1.4397118905171864,0.17056642167623381,0.6761844827853597
0.9917156681645463,1.4816400132969778,2.040505464482911,0.5963308928619178
0.1844888968358076,1.4689496036531113,0.7993158247422729,0.4655860536611931
0.7787573654502926,1.4800142823454634,1.6146082742356525,0.5045754378423258
0.40067192615144076,1.4696811968750378,1.175137144242293,0.5279738184711561
0.43928115241638466,1.6147341650636022,1.1670900926144845,0.34605352126003025
0.7839810037890501,1.613306482059055,1.5733720326609788,0.39710868779333625
0.005587331190847228,1.6203621128485386,0.7087218158134613,0.37996233435597737
0.00773693788947119,1.4946906299779628,0.5274855923435952,0.4594139765004269
0.03088948669069124,1.4756271462201933,0.6090361930751027,0.4773036552895764
0.3362016373548703,1.4309762112330062,1.0805478890487996,0.6786588534949891
0.2831258301556339,1.4893897855283447,0.8776365566433311,0.46625599492346687
2.69596853748778,1.4427010753014542,3.878075499392148,0.6049076740571063
-0.055056474603103756,1.4639141848975519,0.7001652326819776,0.5805663888302384
0.5243445469712715,1.6208650745815245,1.3152120720516547,0.3732348329884888
0.11564316658344337,1.4301370525866572,0.8509976585664472,0.6906159604839391
0.04716799634667874,1.6315119325609626,0.7274556729210637,0.33974814978333406
0.29519339076837336,1.620702827699221,1.05397136083062,0.3788889761999167
0.21713454408202004,1.4553912124067532,1.0401553475586662,0.6042785290290513
-0.014677371513811044,1.6213331062051275,0.6238382459055051,0.34675223517973974
0.32147301905755304,1.445784599993669,1.1264529914058894,0.6477024932505717
-0.32585171113946293,1.4762887672540128,0.13736429619508828,0.4951419656176482
0.34921768218851146,1.6358131100319886,1.1139230795121307,0.3666886612581891
-0.0031223077251038844,1.4923414981483745,0.5371801488364707,0.47213338463803867
-0.2743649350320311,1.4367019515527395,0.4100230173281411,0.5558066700295408
0.8302113857725624,1.4760842708016821,1.7962940393342568,0.5939112543153938
-0.2278300775339182,1.4986984323186348,0.257193329651636,0.42680217347284344
0.1818584320644443,1.45280836310356,1.0152447786601986,0.5901468811402234
5.122727261605922,1.4277496888519665,6.634684977749625,0.5738659430644987
-0.23441706356767775,1.4391216484211824,0.44792483382323073,0.5499947086804602
5.212748848862622,1.4273670827367153,6.8163757001799,0.5647820815006099
-0.03803136242443389,1.4337983729348154,0.505394285478961,0.4896447512594741
2.061621439661532,1.4829736984833999,3.5968402835262645,0.5372889816296202
0.6237133459395312,1.4775626529676809,1.349151227171846,0.46211361960053715
0.4943727482703377,1.6196562876085256,1.2297345457920479,0.39101014378940646
1.4293694702962056,1.4826890750806765,2.5393095873294684,0.5876598089464339
7.084047624083684,1.5105767259714775,9.938804493065325,0.5101641481389233
0.6827834327437038,1.620734266162494,1.5313001882454653,0.4126569307772926
0.34068102068627737,1.4353302785305389,1.2078582543796375,0.5588986370990655
-0.03845899692304586,1.4503854009423809,0.7220774679292643,0.6030010094485118
-0.1763874207618531,1.4673483747228844,0.3913391526807709,0.48090883116252486
2.686820665243117,1.43946893764561,3.8121851175893076,0.57466477940455
0.2965360523283887,1.612399210523541,1.0550837466687284,0.379290955367585
0.12808369159363378,1.6235370616961478,0.8417308430166952,0.38215085338449944
-0.223030656216564,1.6352187955153294,0.4174384158645091,0.3720523420594784
0.33454614122637577,1.451762985452853,1.0985441490579708,0.6481647218169129
0.37266512729771956,1.4480665412327287,1.1547088630550375,0.6604829165899094
0.44576436208314174,1.4378560923839006,1.273756783879726,0.6478388762606844
0.09733822732468317,1.4476922948041588,0.7839020756131343,0.6585990673338954
2.8683610066191747,1.430916150472352,4.084700772488589,0.5563510122278944
0.15939513469420036,1.4490484992583126,0.8073926571595643,0.46620896782760873
-0.09170836186669348,1.4528219074429762,0.570296620140317,0.6693234329687195
0.014072883526864297,1.5069738485251245,0.5569922311188423,0.44039198850249134
-0.011920820756112852,1.4887112321694969,0.5592988225140231,0.43410260244854676
-0.1572281310579774,1.4417531645178614,0.5105419918362999,0.674765438955783
2.423178891587999,1.4345551461635853,3.5483996492742422,0.5562229713156939
0.1915371660248051,1.6273099029994584,0.9258609664225332,0.370436010714972
0.08155657134784416,1.4352364672108973,0.8395368547241027,0.6798504262538307
5.409800728498667,1.4436660417516165,6.95699239812423,0.5309323857761149
2.016182640973868,1.4926809990795264,3.5345545194677,0.5184048522312685
-0.10806644386295591,1.6235955467475547,0.4824382568675015,0.3375122484153761
6.905794087554214,1.5074429467813348,9.666454289791709,0.5041186197361218
0.9544563525465971,1.481673084209183,1.970553251739464,0.5926662687154595
0.0754361268278631,1.4499138674890715,0.88208274484272,0.6089393187940753
2.392777247269269,1.4208896760834608,3.499682361745048,0.5719746944888908
0.397613422195435,1.6303805064936032,1.1353136463706412,0.4155434592779782
1.5722831413940983,1.5145370117870274,2.776708430812198,0.477817005644559
2.42010436265203,1.4417326019912058,3.4988672047875036,0.5950887131550282
0.0975964653834232,1.465194069468492,0.8026873837817645,0.531792115225827
-0.01698815120444415,1.47551187813556,0.5774156690155263,0.4679776417125942
4.679820676322261,1.449263423131638,6.17873845638136,0.5511084110837704
-0.14141738396246775,1.4514938871864809,0.5303521425591982,0.6619516218249382
2.927622233779357,1.4300498060278621,4.166117634417666,0.5490812531377774
-0.094361664161175,1.4561088633869461,0.6509301564768044,0.6619799213114472
2.5214025123889443,1.431808757956417,3.629777185846717,0.6006667443809528
2.162408559495618,1.4933024939476411,3.7106670973996634,0.5272753606087804
-0.2407478769765803,1.4978490569994813,0.21680732526126972,0.45952773590139523
-0.33435524196720584,1.440933788072285,0.30369419270693365,0.6717980013619586
3.086551275889084,1.4243833243621846,4.373501386405402,0.5616805784546192
-0.12410116321584296,1.439685376271771,0.5312312549706069,0.6712500472763435
0.32865561771695523,1.6223961903942452,1.0686929235650537,0.40105269170333196
2.6195204974082107,1.4345358691068126,3.804296242628312,0.5483441073960025
-0.060258184439328816,1.4583453099469992,0.6364202714701936,0.638593212927693
0.35808440006648723,1.4314885978830583,1.1769032945540225,0.6891093351773866
-0.20303112144530422,1.4442832902973393,0.4888872535031928,0.645844758632083
-0.1970912283783202,1.6264274920656008,0.38128796815991567,0.34789292395987226
0.1940305865944571,1.4357084040775188,1.0248873737288444,0.5379619585021402
0.5808810132676177,1.4693948583712246,1.2912009622680478,0.4786107376730982
1.0894833400151078,1.454671840179517,2.011570799758259,0.530568383186063
0.7302182608739369,1.4942516238022436,1.5654718294364367,0.4744255182699238
7.075089106079449,1.5296869943625548,9.862143023315088,0.5170925039848523
-0.4262113967898948,1.4282295591484888,0.17405340993553453,0.6843320233082808
0.155899090118583,1.5006325856157514,0.7386785332654209,0.4653558636993525
1.7700634807186348,1.5606979161294083,3.021768828636489,0.46659567197118446
-0.12009823424443321,1.4892019343988732,0.36899919846398455,0.4697175305375852
0.06685375001505804,1.4756837814105288,0.6488569463219999,0.46822166336492876
-0.456194933864144,1.4444609028310085,0.14828896205678255,0.6622013313446299
-0.2581698266722252,1.6123015046035194,0.3061993767900293,0.35033970428927413
5.023032766913828,1.4252364855277055,6.457270465505706,0.5666118884342264
-0.3016453211668812,1.4589774726067115,0.16253136877189667,0.4558849152739263
-0.16089406921638896,1.6188668201509613,0.4554304073321321,0.34532304890717846
0.03349383034366775,1.4375049387308168,0.8160358158654253,0.5557420823746242
5.120315125079334,1.44351747487924,6.582073208181828,0.5385921686189112
-0.34697469781125767,1.4432902392327542,0.2570531070770572,0.6603490887702999
-0.24353423033417124,1.4262763517358266,0.3896985583506858,0.7005224056368644
0.5872505253445517,1.4892731926259486,1.3555980786613016,0.4908885087482341
-0.05475461300776102,1.488419272217535,0.5038171708539638,0.44476670138463664
4.869528175921472,1.4372505978228678,6.303725370220686,0.5540039702040052
0.014022421674172714,1.4556348597576247,0.7423323705177509,0.659426972752521
4.396743283308852,1.432838619085722,5.686936531092542,0.5519463532405932
0.2770934880678985,1.425847007317875,1.0806576348972623,0.6571907859461839
0.0331616788913635,1.4834051010542428,0.6018506372644105,0.4358672045383993
0.24334619343573466,1.466161301434315,0.8735297570600391,0.4770048962852611
0.08551499364727838,1.6202244095261618,0.7626961614609381,0.4066845698064951
-0.11937169840839786,1.4465366257583203,0.5913521598147287,0.6391079042521233
0.28835238466606394,1.6298683327335013,0.9965521174028239,0.417268891416998
5.117186289908728,1.4224809016523576,6.602398223439492,0.5734167221671234
0.9693065569775081,1.4869106306995954,1.9751628511142818,0.5847254386383189
-0.16454900996815228,1.6207376851755524,0.4936144448890826,0.38020461531772276
6.862303042447508,1.492769399925022,9.607750661820639,0.5212956292656182
0.6339129410952526,1.4985439003322236,1.562862900740059,0.5673293145043584
4.762562126196982,1.4407322510885843,6.11429162974478,0.5560553252426126
4.83593321204914,1.427508624907082,6.2569671070549004,0.5584231750091666
0.17232748410729842,1.4702320888712945,0.8921956123644932,0.5143127763458033
0.18107405005125105,1.4307016263561547,0.9661020957875961,0.6887946855110516
2.015263518394828,1.543794163306083,3.3680638161567718,0.4993846653329376
0.1375266722142929,1.4478887290223574,0.9384026432109158,0.6338533598144298
0.041172871319226784,1.4917321108765,0.6081288723155638,0.45618193283050834
7.189418006416649,1.5376706749031968,9.99931850148191,0.5108358471156483
-0.25175515181233576,1.4446132532721943,0.2966102136537446,0.47622921156318615
-0.0959083467748922,1.458776676925421,0.6354382849304153,0.6312894533589843
4.813291424346772,1.446778034859576,6.330847810818476,0.5506679664289735
-0.18573768478471692,1.4447771681739794,0.4777180205474833,0.6684175091286253
-0.1037014810855298,1.4869777803593103,0.43171745010436335,0.4636896012598376
5.0097895133286,1.445652469160911,6.444354956221183,0.5428762826695694
0.18299419330490507,1.478027494347706,0.7744143606152422,0.4640044521233756
0.5611159721205717,1.4304766858871891,1.4373745364425479,0.6881636293631246
2.2104099453375676,1.448943100615672,3.1842392249296423,0.5622403148517967
2.700048144606774,1.4136213948524052,3.9014130292321907,0.5790111772509235
1.1910392443838818,1.5528355875409556,2.320740093594574,0.48510571007950587
0.19546369823918264,1.6151509740793617,0.8671144676859894,0.3573614767323304
2.8986819411126263,1.4239522420322113,4.1083861563701065,0.5779947373929395
-0.20360987441309536,1.6323426208842073,0.4068793302108432,0.4155147595410337
1.2393118644760495,1.4904547919322253,2.287516550786638,0.5650848221245441
9.950075720143616,1.474362778535266,13.10319121376766,0.518489578665542
0.23133418702865882,1.483284964293256,0.8792689254338875,0.47414765732283204
2.5663950246481897,1.4497180204459204,3.6701949483599594,0.5794720907583193
2.9746675824610667,1.438485472675242,4.161756736468864,0.5577664012361387
2.912477672247054,1.415617053376822,4.149927410355131,0.5796279851119934
0.9058992951545342,1.4775486029927305,1.8726047040740508,0.5911703662893452
0.5788641760016628,1.4458650414160357,1.4542559449000283,0.6504005767035392
6.9416739502037945,1.5109924194133444,9.776008184221022,0.5027841027531404
0.27590809798110527,1.4254785040809508,1.0952062607794597,0.5430582846183734
0.3549913677563147,1.6248064225296759,1.0841415715013882,0.3508419717458023
1.8968674870309594,1.4743307099786715,3.3812842452558316,0.5442719362714782
5.184651499261283,1.4353187473571565,6.667472647699341,0.5486015598514107
0.31163849382591735,1.4928338966118746,0.9231660487777658,0.4605426170252493
0.27304118679390854,1.4452009933623213,1.0944520801917523,0.6745268023306158
-0.10605716806089195,1.4457946680426512,0.5279439846314381,0.660154331258964
4.860654541010348,1.4316282210974662,6.243643700951701,0.5423111869104905
-0.18942945810462056,1.4214036352984967,0.519187495058293,0.5815666219790367
-0.045498229335374424,1.4434037981344496,0.6233662180838646,0.6819908805726316
-0.14320291206496158,1.4348041304026955,0.5914784043008477,0.556213241925468
6.984109958040922,1.5017461783301684,9.86344331280802,0.5293216832770368
